log_timestamp_utc,event_type,frame_seq_recv,rssi_dbm,notes,packet_type_recv_hex,data_len_byte_value,payload_len_on_wire,ack_seq_sent,ack_type_sent_hex,is_decoded_ts_valid,calculated_latency_ms,decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
2025-06-13T10:49:37.428+00:00Z,DATA_FRAME_RECV,9,-103,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:49:37.438+00:00Z,DATA_ACK_SENT,,,,,,,9,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:49:37.439+00:00Z,DECODE_SUCCESS_DUMMY,9,-103,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:49:40.769+00:00Z,CTRL_PKT_RECV,10,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:49:40.782+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,10,0x55,,,,,,,,,,,,,,,
2025-06-13T10:50:02.807+00:00Z,CTRL_PKT_RECV,12,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:50:02.818+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,12,0x55,,,,,,,,,,,,,,,
2025-06-13T10:50:05.837+00:00Z,DATA_FRAME_RECV,12,-102,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:50:05.846+00:00Z,DATA_ACK_SENT,,,,,,,12,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:50:05.848+00:00Z,DECODE_SUCCESS_DUMMY,12,-102,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:50:09.178+00:00Z,CTRL_PKT_RECV,13,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:50:09.190+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,13,0x55,,,,,,,,,,,,,,,
2025-06-13T10:50:31.217+00:00Z,CTRL_PKT_RECV,15,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:50:31.230+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,15,0x55,,,,,,,,,,,,,,,
2025-06-13T10:50:52.245+00:00Z,CTRL_PKT_RECV,16,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:50:52.258+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,16,0x55,,,,,,,,,,,,,,,
2025-06-13T10:50:55.275+00:00Z,DATA_FRAME_RECV,16,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:50:55.286+00:00Z,DATA_ACK_SENT,,,,,,,16,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:50:55.287+00:00Z,DECODE_SUCCESS_DUMMY,16,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:50:58.618+00:00Z,CTRL_PKT_RECV,17,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:50:58.630+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,17,0x55,,,,,,,,,,,,,,,
2025-06-13T10:51:20.655+00:00Z,CTRL_PKT_RECV,19,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:51:20.666+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,19,0x55,,,,,,,,,,,,,,,
2025-06-13T10:51:23.684+00:00Z,DATA_FRAME_RECV,19,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:51:23.694+00:00Z,DATA_ACK_SENT,,,,,,,19,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:51:23.695+00:00Z,DECODE_SUCCESS_DUMMY,19,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:51:44.020+00:00Z,CTRL_PKT_RECV,20,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:51:44.030+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,20,0x55,,,,,,,,,,,,,,,
2025-06-13T10:52:05.049+00:00Z,CTRL_PKT_RECV,21,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:52:05.062+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,21,0x55,,,,,,,,,,,,,,,
2025-06-13T10:52:08.078+00:00Z,DATA_FRAME_RECV,21,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:52:08.090+00:00Z,DATA_ACK_SENT,,,,,,,21,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:52:08.092+00:00Z,DECODE_SUCCESS_DUMMY,21,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:52:28.434+00:00Z,CTRL_PKT_RECV,22,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:52:28.446+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,22,0x55,,,,,,,,,,,,,,,
2025-06-13T10:52:31.464+00:00Z,DATA_FRAME_RECV,22,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:52:31.474+00:00Z,DATA_ACK_SENT,,,,,,,22,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:52:31.476+00:00Z,DECODE_SUCCESS_DUMMY,22,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:52:34.806+00:00Z,CTRL_PKT_RECV,23,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:52:34.818+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,23,0x55,,,,,,,,,,,,,,,
2025-06-13T10:52:56.844+00:00Z,CTRL_PKT_RECV,25,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:52:56.854+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,25,0x55,,,,,,,,,,,,,,,
2025-06-13T10:52:59.873+00:00Z,DATA_FRAME_RECV,25,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:52:59.886+00:00Z,DATA_ACK_SENT,,,,,,,25,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:52:59.887+00:00Z,DECODE_SUCCESS_DUMMY,25,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:53:03.215+00:00Z,CTRL_PKT_RECV,26,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:53:03.226+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,26,0x55,,,,,,,,,,,,,,,
2025-06-13T10:53:25.254+00:00Z,CTRL_PKT_RECV,28,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:53:25.266+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,28,0x55,,,,,,,,,,,,,,,
2025-06-13T10:53:28.283+00:00Z,DATA_FRAME_RECV,28,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:53:28.294+00:00Z,DATA_ACK_SENT,,,,,,,28,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:53:28.295+00:00Z,DECODE_SUCCESS_DUMMY,28,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:53:48.639+00:00Z,CTRL_PKT_RECV,29,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:53:48.650+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,29,0x55,,,,,,,,,,,,,,,
2025-06-13T10:53:51.668+00:00Z,DATA_FRAME_RECV,29,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:53:51.678+00:00Z,DATA_ACK_SENT,,,,,,,29,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:53:51.679+00:00Z,DECODE_SUCCESS_DUMMY,29,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:54:12.003+00:00Z,CTRL_PKT_RECV,30,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:54:12.014+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,30,0x55,,,,,,,,,,,,,,,
2025-06-13T10:54:15.033+00:00Z,DATA_FRAME_RECV,30,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:54:15.046+00:00Z,DATA_ACK_SENT,,,,,,,30,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:54:15.047+00:00Z,DECODE_SUCCESS_DUMMY,30,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:54:18.375+00:00Z,CTRL_PKT_RECV,31,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:54:18.386+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,31,0x55,,,,,,,,,,,,,,,
2025-06-13T10:54:40.412+00:00Z,CTRL_PKT_RECV,33,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:54:40.422+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,33,0x55,,,,,,,,,,,,,,,
2025-06-13T10:54:43.442+00:00Z,DATA_FRAME_RECV,33,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:54:43.454+00:00Z,DATA_ACK_SENT,,,,,,,33,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:54:43.456+00:00Z,DECODE_SUCCESS_DUMMY,33,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:54:46.784+00:00Z,CTRL_PKT_RECV,34,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:54:46.794+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,34,0x55,,,,,,,,,,,,,,,
2025-06-13T10:55:08.822+00:00Z,CTRL_PKT_RECV,36,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:55:08.834+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,36,0x55,,,,,,,,,,,,,,,
2025-06-13T10:55:11.851+00:00Z,DATA_FRAME_RECV,36,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:55:11.862+00:00Z,DATA_ACK_SENT,,,,,,,36,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:55:11.863+00:00Z,DECODE_SUCCESS_DUMMY,36,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:55:15.193+00:00Z,CTRL_PKT_RECV,37,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:55:15.206+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,37,0x55,,,,,,,,,,,,,,,
2025-06-13T10:55:37.232+00:00Z,CTRL_PKT_RECV,39,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:55:37.242+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,39,0x55,,,,,,,,,,,,,,,
2025-06-13T10:55:40.261+00:00Z,DATA_FRAME_RECV,39,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:55:40.274+00:00Z,DATA_ACK_SENT,,,,,,,39,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:55:40.275+00:00Z,DECODE_SUCCESS_DUMMY,39,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:55:43.603+00:00Z,CTRL_PKT_RECV,40,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:55:43.614+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,40,0x55,,,,,,,,,,,,,,,
2025-06-13T10:56:05.640+00:00Z,CTRL_PKT_RECV,42,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:56:05.650+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,42,0x55,,,,,,,,,,,,,,,
2025-06-13T10:56:08.670+00:00Z,DATA_FRAME_RECV,42,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:56:08.682+00:00Z,DATA_ACK_SENT,,,,,,,42,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:56:08.683+00:00Z,DECODE_SUCCESS_DUMMY,42,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:56:12.012+00:00Z,CTRL_PKT_RECV,43,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:56:12.022+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,43,0x55,,,,,,,,,,,,,,,
2025-06-13T10:56:34.049+00:00Z,CTRL_PKT_RECV,45,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:56:34.062+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,45,0x55,,,,,,,,,,,,,,,
2025-06-13T10:56:37.082+00:00Z,DATA_FRAME_RECV,45,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:56:37.094+00:00Z,DATA_ACK_SENT,,,,,,,45,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:56:37.095+00:00Z,DECODE_SUCCESS_DUMMY,45,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:56:40.423+00:00Z,CTRL_PKT_RECV,46,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:56:40.434+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,46,0x55,,,,,,,,,,,,,,,
2025-06-13T10:57:02.440+00:00Z,CTRL_PKT_RECV,48,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:57:02.450+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,48,0x55,,,,,,,,,,,,,,,
2025-06-13T10:57:05.469+00:00Z,DATA_FRAME_RECV,48,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:57:05.482+00:00Z,DATA_ACK_SENT,,,,,,,48,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:57:05.483+00:00Z,DECODE_SUCCESS_DUMMY,48,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:57:08.811+00:00Z,CTRL_PKT_RECV,49,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:57:08.826+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,49,0x55,,,,,,,,,,,,,,,
2025-06-13T10:57:30.829+00:00Z,CTRL_PKT_RECV,51,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:57:30.842+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,51,0x55,,,,,,,,,,,,,,,
2025-06-13T10:57:33.859+00:00Z,DATA_FRAME_RECV,51,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:57:33.871+00:00Z,DATA_ACK_SENT,,,,,,,51,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:57:33.872+00:00Z,DECODE_SUCCESS_DUMMY,51,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:57:37.200+00:00Z,CTRL_PKT_RECV,52,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:57:37.210+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,52,0x55,,,,,,,,,,,,,,,
2025-06-13T10:57:59.233+00:00Z,CTRL_PKT_RECV,54,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:57:59.242+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,54,0x55,,,,,,,,,,,,,,,
2025-06-13T10:58:02.262+00:00Z,DATA_FRAME_RECV,54,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:58:02.274+00:00Z,DATA_ACK_SENT,,,,,,,54,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:58:02.275+00:00Z,DECODE_SUCCESS_DUMMY,54,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:58:05.603+00:00Z,CTRL_PKT_RECV,55,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:58:05.614+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,55,0x55,,,,,,,,,,,,,,,
2025-06-13T10:58:27.643+00:00Z,CTRL_PKT_RECV,57,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:58:27.654+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,57,0x55,,,,,,,,,,,,,,,
2025-06-13T10:58:30.673+00:00Z,DATA_FRAME_RECV,57,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:58:30.682+00:00Z,DATA_ACK_SENT,,,,,,,57,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:58:30.684+00:00Z,DECODE_SUCCESS_DUMMY,57,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:58:34.014+00:00Z,CTRL_PKT_RECV,58,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:58:34.026+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,58,0x55,,,,,,,,,,,,,,,
2025-06-13T10:58:56.052+00:00Z,CTRL_PKT_RECV,60,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:58:56.062+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,60,0x55,,,,,,,,,,,,,,,
2025-06-13T10:58:59.082+00:00Z,DATA_FRAME_RECV,60,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:58:59.094+00:00Z,DATA_ACK_SENT,,,,,,,60,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:58:59.095+00:00Z,DECODE_SUCCESS_DUMMY,60,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:59:02.423+00:00Z,CTRL_PKT_RECV,61,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:59:02.434+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,61,0x55,,,,,,,,,,,,,,,
2025-06-13T10:59:24.456+00:00Z,CTRL_PKT_RECV,63,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:59:24.466+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,63,0x55,,,,,,,,,,,,,,,
2025-06-13T10:59:27.485+00:00Z,DATA_FRAME_RECV,63,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:59:27.498+00:00Z,DATA_ACK_SENT,,,,,,,63,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:59:27.499+00:00Z,DECODE_SUCCESS_DUMMY,63,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:59:30.826+00:00Z,CTRL_PKT_RECV,64,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:59:30.838+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,64,0x55,,,,,,,,,,,,,,,
2025-06-13T10:59:52.845+00:00Z,CTRL_PKT_RECV,66,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:59:52.858+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,66,0x55,,,,,,,,,,,,,,,
2025-06-13T10:59:55.874+00:00Z,DATA_FRAME_RECV,66,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T10:59:55.886+00:00Z,DATA_ACK_SENT,,,,,,,66,0xaa,,,,,,,,,,,,,,,
2025-06-13T10:59:55.888+00:00Z,DECODE_SUCCESS_DUMMY,66,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T10:59:59.215+00:00Z,CTRL_PKT_RECV,67,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T10:59:59.226+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,67,0x55,,,,,,,,,,,,,,,
2025-06-13T11:00:21.221+00:00Z,CTRL_PKT_RECV,69,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:00:21.234+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,69,0x55,,,,,,,,,,,,,,,
2025-06-13T11:00:24.250+00:00Z,DATA_FRAME_RECV,69,-100,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:00:24.262+00:00Z,DATA_ACK_SENT,,,,,,,69,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:00:24.263+00:00Z,DECODE_SUCCESS_DUMMY,69,-100,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:00:27.591+00:00Z,CTRL_PKT_RECV,70,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:00:27.602+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,70,0x55,,,,,,,,,,,,,,,
2025-06-13T11:00:49.618+00:00Z,CTRL_PKT_RECV,72,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:00:49.630+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,72,0x55,,,,,,,,,,,,,,,
2025-06-13T11:00:52.647+00:00Z,DATA_FRAME_RECV,72,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:00:52.658+00:00Z,DATA_ACK_SENT,,,,,,,72,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:00:52.659+00:00Z,DECODE_SUCCESS_DUMMY,72,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:00:55.988+00:00Z,CTRL_PKT_RECV,73,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:00:55.998+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,73,0x55,,,,,,,,,,,,,,,
2025-06-13T11:01:18.017+00:00Z,CTRL_PKT_RECV,75,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:01:18.030+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,75,0x55,,,,,,,,,,,,,,,
2025-06-13T11:01:21.046+00:00Z,DATA_FRAME_RECV,75,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:01:21.058+00:00Z,DATA_ACK_SENT,,,,,,,75,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:01:21.059+00:00Z,DECODE_SUCCESS_DUMMY,75,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:01:24.387+00:00Z,CTRL_PKT_RECV,76,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:01:24.398+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,76,0x55,,,,,,,,,,,,,,,
2025-06-13T11:01:46.400+00:00Z,CTRL_PKT_RECV,78,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:01:46.410+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,78,0x55,,,,,,,,,,,,,,,
2025-06-13T11:01:49.430+00:00Z,DATA_FRAME_RECV,78,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:01:49.442+00:00Z,DATA_ACK_SENT,,,,,,,78,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:01:49.443+00:00Z,DECODE_SUCCESS_DUMMY,78,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:01:52.771+00:00Z,CTRL_PKT_RECV,79,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:01:52.782+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,79,0x55,,,,,,,,,,,,,,,
2025-06-13T11:02:14.801+00:00Z,CTRL_PKT_RECV,81,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:02:14.814+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,81,0x55,,,,,,,,,,,,,,,
2025-06-13T11:02:17.831+00:00Z,DATA_FRAME_RECV,81,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:02:17.842+00:00Z,DATA_ACK_SENT,,,,,,,81,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:02:17.843+00:00Z,DECODE_SUCCESS_DUMMY,81,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:02:21.172+00:00Z,CTRL_PKT_RECV,82,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:02:21.182+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,82,0x55,,,,,,,,,,,,,,,
2025-06-13T11:02:43.183+00:00Z,CTRL_PKT_RECV,84,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:02:43.194+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,84,0x55,,,,,,,,,,,,,,,
2025-06-13T11:02:46.212+00:00Z,DATA_FRAME_RECV,84,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:02:46.222+00:00Z,DATA_ACK_SENT,,,,,,,84,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:02:46.223+00:00Z,DECODE_SUCCESS_DUMMY,84,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:02:49.554+00:00Z,CTRL_PKT_RECV,85,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:02:49.566+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,85,0x55,,,,,,,,,,,,,,,
2025-06-13T11:03:11.584+00:00Z,CTRL_PKT_RECV,87,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:03:11.594+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,87,0x55,,,,,,,,,,,,,,,
2025-06-13T11:03:14.613+00:00Z,DATA_FRAME_RECV,87,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:03:14.626+00:00Z,DATA_ACK_SENT,,,,,,,87,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:03:14.627+00:00Z,DECODE_SUCCESS_DUMMY,87,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:03:17.954+00:00Z,CTRL_PKT_RECV,88,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:03:17.966+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,88,0x55,,,,,,,,,,,,,,,
2025-06-13T11:03:39.971+00:00Z,CTRL_PKT_RECV,90,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:03:39.982+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,90,0x55,,,,,,,,,,,,,,,
2025-06-13T11:03:43.001+00:00Z,DATA_FRAME_RECV,90,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:03:43.014+00:00Z,DATA_ACK_SENT,,,,,,,90,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:03:43.015+00:00Z,DECODE_SUCCESS_DUMMY,90,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:04:03.351+00:00Z,CTRL_PKT_RECV,91,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:04:03.362+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,91,0x55,,,,,,,,,,,,,,,
2025-06-13T11:04:06.381+00:00Z,DATA_FRAME_RECV,91,-100,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:04:06.390+00:00Z,DATA_ACK_SENT,,,,,,,91,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:04:06.392+00:00Z,DECODE_SUCCESS_DUMMY,91,-100,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:04:09.722+00:00Z,CTRL_PKT_RECV,92,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:04:09.734+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,92,0x55,,,,,,,,,,,,,,,
2025-06-13T11:04:31.740+00:00Z,CTRL_PKT_RECV,94,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:04:31.750+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,94,0x55,,,,,,,,,,,,,,,
2025-06-13T11:04:34.770+00:00Z,DATA_FRAME_RECV,94,-101,,,17,16,,,,,,,,,,,,,,,,,
