log_timestamp_utc,event_type,frame_seq_recv,rssi_dbm,notes,packet_type_recv_hex,data_len_byte_value,payload_len_on_wire,ack_seq_sent,ack_type_sent_hex,is_decoded_ts_valid,calculated_latency_ms,decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
2025-06-13T06:21:08.391+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,1,0x55,,,,,,,,,,,,,,,
2025-06-13T06:21:15.401+00:00Z,CTRL_PKT_RECV,3,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:21:15.410+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,3,0x55,,,,,,,,,,,,,,,
2025-06-13T06:21:18.956+00:00Z,DATA_FRAME_RECV,3,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:21:18.966+00:00Z,DATA_ACK_SENT,,,,,,,3,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:21:18.970+00:00Z,DECODE_SUCCESS,3,-22,,,,,,,True,4967,1749795674.0,-0.615,0.274,0.777,0.0,0.0,0.0,19.5,36.8,-20.9,33.215328216552734,127.40106964111328,0.0
2025-06-13T06:21:22.298+00:00Z,CTRL_PKT_RECV,4,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:21:22.310+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,4,0x55,,,,,,,,,,,,,,,
2025-06-13T06:21:29.321+00:00Z,CTRL_PKT_RECV,6,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:21:29.330+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,6,0x55,,,,,,,,,,,,,,,
2025-06-13T06:21:32.876+00:00Z,DATA_FRAME_RECV,6,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:21:32.886+00:00Z,DATA_ACK_SENT,,,,,,,6,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:21:32.890+00:00Z,DECODE_SUCCESS,6,-22,,,,,,,True,4887,1749795688.0,-0.617,0.275,0.774,0.0,0.0,0.0,19.5,36.8,-20.9,35.08311462402344,128.816650390625,0.0
2025-06-13T06:21:36.218+00:00Z,CTRL_PKT_RECV,7,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:21:36.230+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,7,0x55,,,,,,,,,,,,,,,
2025-06-13T06:21:43.237+00:00Z,CTRL_PKT_RECV,9,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:21:43.246+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,9,0x55,,,,,,,,,,,,,,,
2025-06-13T06:21:46.792+00:00Z,DATA_FRAME_RECV,9,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:21:46.802+00:00Z,DATA_ACK_SENT,,,,,,,9,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:21:46.806+00:00Z,DECODE_SUCCESS,9,-22,,,,,,,True,4803,1749795702.0,-0.616,0.275,0.775,0.0,0.0,0.0,19.5,36.8,-20.9,35.19514465332031,129.1696014404297,0.0
2025-06-13T06:21:50.135+00:00Z,CTRL_PKT_RECV,10,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:21:50.146+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,10,0x55,,,,,,,,,,,,,,,
2025-06-13T06:21:57.158+00:00Z,CTRL_PKT_RECV,12,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:21:57.170+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,12,0x55,,,,,,,,,,,,,,,
2025-06-13T06:22:00.713+00:00Z,DATA_FRAME_RECV,12,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:22:00.722+00:00Z,DATA_ACK_SENT,,,,,,,12,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:22:00.726+00:00Z,DECODE_SUCCESS,12,-22,,,,,,,True,5723,1749795715.0,-0.615,0.275,0.772,0.0,0.0,0.0,19.5,36.8,-20.9,37.29897689819336,126.48993682861328,0.0
2025-06-13T06:22:04.055+00:00Z,CTRL_PKT_RECV,13,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:22:04.066+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,13,0x55,,,,,,,,,,,,,,,
2025-06-13T06:22:11.077+00:00Z,CTRL_PKT_RECV,15,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:22:11.086+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,15,0x55,,,,,,,,,,,,,,,
2025-06-13T06:22:14.632+00:00Z,DATA_FRAME_RECV,15,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:22:14.642+00:00Z,DATA_ACK_SENT,,,,,,,15,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:22:14.645+00:00Z,DECODE_SUCCESS,15,-22,,,,,,,True,5643,1749795729.0,-0.617,0.275,0.772,0.0,0.0,0.0,19.5,36.8,-20.9,34.945091247558594,127.2764892578125,0.0
2025-06-13T06:22:17.974+00:00Z,CTRL_PKT_RECV,16,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:22:17.986+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,16,0x55,,,,,,,,,,,,,,,
2025-06-13T06:22:24.993+00:00Z,CTRL_PKT_RECV,18,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:22:25.002+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,18,0x55,,,,,,,,,,,,,,,
2025-06-13T06:22:28.548+00:00Z,DATA_FRAME_RECV,18,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:22:28.558+00:00Z,DATA_ACK_SENT,,,,,,,18,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:22:28.561+00:00Z,DECODE_SUCCESS,18,-22,,,,,,,True,5559,1749795743.0,-0.615,0.276,0.775,0.0,0.0,0.0,19.5,36.8,-20.9,34.917049407958984,129.17979431152344,0.0
2025-06-13T06:22:31.890+00:00Z,CTRL_PKT_RECV,19,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:22:31.902+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,19,0x55,,,,,,,,,,,,,,,
2025-06-13T06:22:38.913+00:00Z,CTRL_PKT_RECV,21,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:22:38.922+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,21,0x55,,,,,,,,,,,,,,,
2025-06-13T06:22:42.468+00:00Z,DATA_FRAME_RECV,21,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:22:42.478+00:00Z,DATA_ACK_SENT,,,,,,,21,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:22:42.482+00:00Z,DECODE_SUCCESS,21,-22,,,,,,,True,5480,1749795757.0,-0.617,0.275,0.773,0.0,0.0,0.0,19.5,36.8,-20.9,37.7170295715332,128.55946350097656,15.9
2025-06-13T06:22:45.810+00:00Z,CTRL_PKT_RECV,22,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:22:45.822+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,22,0x55,,,,,,,,,,,,,,,
2025-06-13T06:22:52.829+00:00Z,CTRL_PKT_RECV,24,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:22:52.838+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,24,0x55,,,,,,,,,,,,,,,
2025-06-13T06:22:56.384+00:00Z,DATA_FRAME_RECV,24,-21,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:22:56.394+00:00Z,DATA_ACK_SENT,,,,,,,24,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:22:56.398+00:00Z,DECODE_SUCCESS,24,-21,,,,,,,True,5395,1749795771.0,-0.615,0.273,0.773,0.0,0.0,0.0,19.5,36.8,-20.9,36.439090728759766,129.59608459472656,0.0
2025-06-13T06:22:59.727+00:00Z,CTRL_PKT_RECV,25,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:22:59.738+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,25,0x55,,,,,,,,,,,,,,,
2025-06-13T06:23:06.750+00:00Z,CTRL_PKT_RECV,27,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:23:06.762+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,27,0x55,,,,,,,,,,,,,,,
2025-06-13T06:23:10.305+00:00Z,DATA_FRAME_RECV,27,-21,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:23:10.314+00:00Z,DATA_ACK_SENT,,,,,,,27,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:23:10.317+00:00Z,DECODE_SUCCESS,27,-21,,,,,,,True,5315,1749795785.0,-0.615,0.275,0.773,0.0,0.0,0.0,19.5,36.8,-20.9,33.74839401245117,126.54024505615234,0.0
2025-06-13T06:23:13.648+00:00Z,CTRL_PKT_RECV,28,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:23:13.658+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,28,0x55,,,,,,,,,,,,,,,
2025-06-13T06:23:20.665+00:00Z,CTRL_PKT_RECV,30,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:23:20.674+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,30,0x55,,,,,,,,,,,,,,,
2025-06-13T06:23:24.220+00:00Z,DATA_FRAME_RECV,30,-21,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:23:24.230+00:00Z,DATA_ACK_SENT,,,,,,,30,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:23:24.234+00:00Z,DECODE_SUCCESS,30,-21,,,,,,,True,5231,1749795799.0,-0.615,0.276,0.776,0.0,0.0,0.0,19.5,36.8,-20.9,35.56979751586914,129.53363037109375,96.3
2025-06-13T06:23:27.561+00:00Z,CTRL_PKT_RECV,31,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:23:27.574+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,31,0x55,,,,,,,,,,,,,,,
2025-06-13T06:23:34.580+00:00Z,CTRL_PKT_RECV,33,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:23:34.590+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,33,0x55,,,,,,,,,,,,,,,
2025-06-13T06:23:38.135+00:00Z,DATA_FRAME_RECV,33,-21,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:23:38.146+00:00Z,DATA_ACK_SENT,,,,,,,33,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:23:38.150+00:00Z,DECODE_SUCCESS,33,-21,,,,,,,True,5148,1749795813.0,-0.615,0.275,0.775,0.0,0.0,0.0,19.5,36.8,-20.9,34.77009963989258,127.63622283935547,0.0
2025-06-13T06:23:41.478+00:00Z,CTRL_PKT_RECV,34,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:23:41.490+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,34,0x55,,,,,,,,,,,,,,,
2025-06-13T06:23:48.501+00:00Z,CTRL_PKT_RECV,36,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:23:48.514+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,36,0x55,,,,,,,,,,,,,,,
2025-06-13T06:23:52.056+00:00Z,DATA_FRAME_RECV,36,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:23:52.066+00:00Z,DATA_ACK_SENT,,,,,,,36,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:23:52.069+00:00Z,DECODE_SUCCESS,36,-22,,,,,,,True,5067,1749795827.0,-0.617,0.276,0.774,0.0,0.0,0.0,19.5,36.8,-20.9,33.02595138549805,128.1448974609375,0.0
2025-06-13T06:23:55.399+00:00Z,CTRL_PKT_RECV,37,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:23:55.410+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,37,0x55,,,,,,,,,,,,,,,
2025-06-13T06:24:02.422+00:00Z,CTRL_PKT_RECV,39,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:24:02.434+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,39,0x55,,,,,,,,,,,,,,,
2025-06-13T06:24:05.977+00:00Z,DATA_FRAME_RECV,39,-23,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:24:05.990+00:00Z,DATA_ACK_SENT,,,,,,,39,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:24:05.993+00:00Z,DECODE_SUCCESS,39,-23,,,,,,,True,4991,1749795841.0,-0.615,0.274,0.777,0.0,0.0,0.0,19.5,36.8,-20.9,33.80799865722656,127.01179504394531,0.0
2025-06-13T06:24:09.320+00:00Z,CTRL_PKT_RECV,40,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:24:09.330+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,40,0x55,,,,,,,,,,,,,,,
2025-06-13T06:24:16.342+00:00Z,CTRL_PKT_RECV,42,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:24:16.354+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,42,0x55,,,,,,,,,,,,,,,
2025-06-13T06:24:19.897+00:00Z,DATA_FRAME_RECV,42,-23,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:24:19.907+00:00Z,DATA_ACK_SENT,,,,,,,42,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:24:19.913+00:00Z,DECODE_SUCCESS,42,-23,,,,,,,True,4908,1749795855.0,-0.615,0.273,0.775,0.0,0.0,0.0,19.5,36.8,-20.9,34.09138107299805,126.31977844238281,0.0
2025-06-13T06:24:23.239+00:00Z,CTRL_PKT_RECV,43,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:24:23.250+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,43,0x55,,,,,,,,,,,,,,,
2025-06-13T06:24:30.258+00:00Z,CTRL_PKT_RECV,45,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:24:30.270+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,45,0x55,,,,,,,,,,,,,,,
2025-06-13T06:24:33.813+00:00Z,DATA_FRAME_RECV,45,-23,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:24:33.822+00:00Z,DATA_ACK_SENT,,,,,,,45,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:24:33.825+00:00Z,DECODE_SUCCESS,45,-23,,,,,,,True,4823,1749795869.0,-0.615,0.275,0.774,0.0,0.0,0.0,19.5,36.8,-20.9,33.552181243896484,127.22147369384766,0.0
2025-06-13T06:24:37.155+00:00Z,CTRL_PKT_RECV,46,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:24:37.166+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,46,0x55,,,,,,,,,,,,,,,
2025-06-13T06:24:44.177+00:00Z,CTRL_PKT_RECV,48,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:24:44.190+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,48,0x55,,,,,,,,,,,,,,,
2025-06-13T06:24:47.732+00:00Z,DATA_FRAME_RECV,48,-23,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:24:47.742+00:00Z,DATA_ACK_SENT,,,,,,,48,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:24:47.745+00:00Z,DECODE_SUCCESS,48,-23,,,,,,,True,4743,1749795883.0,-0.616,0.274,0.776,0.0,0.0,0.0,19.5,36.8,-20.9,34.70054626464844,126.64111328125,0.0
2025-06-13T06:24:51.075+00:00Z,CTRL_PKT_RECV,49,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:24:51.090+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,49,0x55,,,,,,,,,,,,,,,
2025-06-13T06:24:58.098+00:00Z,CTRL_PKT_RECV,51,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:24:58.110+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,51,0x55,,,,,,,,,,,,,,,
2025-06-13T06:25:01.653+00:00Z,DATA_FRAME_RECV,51,-23,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:25:01.662+00:00Z,DATA_ACK_SENT,,,,,,,51,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:25:01.666+00:00Z,DECODE_SUCCESS,51,-23,,,,,,,True,5663,1749795896.0,-0.617,0.276,0.774,0.0,0.0,0.0,19.5,36.8,-20.9,36.35033416748047,129.9795684814453,0.0
2025-06-13T06:25:04.995+00:00Z,CTRL_PKT_RECV,52,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:25:05.006+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,52,0x55,,,,,,,,,,,,,,,
2025-06-13T06:25:12.017+00:00Z,CTRL_PKT_RECV,54,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:25:12.026+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,54,0x55,,,,,,,,,,,,,,,
2025-06-13T06:25:15.572+00:00Z,DATA_FRAME_RECV,54,-23,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:25:15.582+00:00Z,DATA_ACK_SENT,,,,,,,54,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:25:15.585+00:00Z,DECODE_SUCCESS,54,-23,,,,,,,True,5583,1749795910.0,-0.616,0.275,0.774,0.0,0.0,0.0,19.5,36.8,-20.9,37.22430419921875,126.26541900634766,0.0
2025-06-13T06:25:18.915+00:00Z,CTRL_PKT_RECV,55,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:25:18.926+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,55,0x55,,,,,,,,,,,,,,,
2025-06-13T06:25:25.937+00:00Z,CTRL_PKT_RECV,57,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:25:25.950+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,57,0x55,,,,,,,,,,,,,,,
2025-06-13T06:25:29.492+00:00Z,DATA_FRAME_RECV,57,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:25:29.503+00:00Z,DATA_ACK_SENT,,,,,,,57,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:25:29.507+00:00Z,DECODE_SUCCESS,57,-22,,,,,,,True,5504,1749795924.0,-0.616,0.274,0.772,0.0,0.0,0.0,19.5,36.8,-20.9,35.97282028198242,128.9299774169922,58.3
2025-06-13T06:25:32.834+00:00Z,CTRL_PKT_RECV,58,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:25:32.846+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,58,0x55,,,,,,,,,,,,,,,
2025-06-13T06:25:39.857+00:00Z,CTRL_PKT_RECV,60,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:25:39.866+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,60,0x55,,,,,,,,,,,,,,,
2025-06-13T06:25:43.412+00:00Z,DATA_FRAME_RECV,60,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:25:43.422+00:00Z,DATA_ACK_SENT,,,,,,,60,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:25:43.426+00:00Z,DECODE_SUCCESS,60,-22,,,,,,,True,5423,1749795938.0,-0.617,0.276,0.775,0.0,0.0,0.0,19.5,36.8,-20.9,34.00339889526367,129.78079223632812,0.0
2025-06-13T06:25:46.755+00:00Z,CTRL_PKT_RECV,61,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:25:46.766+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,61,0x55,,,,,,,,,,,,,,,
2025-06-13T06:25:53.777+00:00Z,CTRL_PKT_RECV,63,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:25:53.786+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,63,0x55,,,,,,,,,,,,,,,
2025-06-13T06:25:57.332+00:00Z,DATA_FRAME_RECV,63,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:25:57.342+00:00Z,DATA_ACK_SENT,,,,,,,63,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:25:57.345+00:00Z,DECODE_SUCCESS,63,-22,,,,,,,True,5343,1749795952.0,-0.616,0.275,0.776,0.0,0.0,0.0,19.5,36.8,-20.9,37.30012130737305,128.5774688720703,0.0
2025-06-13T06:26:00.675+00:00Z,CTRL_PKT_RECV,64,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:26:00.686+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,64,0x55,,,,,,,,,,,,,,,
2025-06-13T06:26:07.698+00:00Z,CTRL_PKT_RECV,66,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:26:07.710+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,66,0x55,,,,,,,,,,,,,,,
2025-06-13T06:26:11.253+00:00Z,DATA_FRAME_RECV,66,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:26:11.262+00:00Z,DATA_ACK_SENT,,,,,,,66,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:26:11.266+00:00Z,DECODE_SUCCESS,66,-22,,,,,,,True,5263,1749795966.0,-0.613,0.275,0.774,0.0,0.0,0.0,19.5,36.8,-20.9,34.13725662231445,128.32510375976562,0.0
2025-06-13T06:26:14.595+00:00Z,CTRL_PKT_RECV,67,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:26:14.606+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,67,0x55,,,,,,,,,,,,,,,
2025-06-13T06:26:21.618+00:00Z,CTRL_PKT_RECV,69,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:26:21.630+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,69,0x55,,,,,,,,,,,,,,,
2025-06-13T06:26:25.173+00:00Z,DATA_FRAME_RECV,69,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:26:25.182+00:00Z,DATA_ACK_SENT,,,,,,,69,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:26:25.185+00:00Z,DECODE_SUCCESS,69,-22,,,,,,,True,5183,1749795980.0,-0.616,0.275,0.775,0.0,0.0,0.0,19.5,36.8,-20.9,33.13788986206055,127.87857055664062,0.0
2025-06-13T06:26:28.515+00:00Z,CTRL_PKT_RECV,70,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:26:28.526+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,70,0x55,,,,,,,,,,,,,,,
2025-06-13T06:26:35.536+00:00Z,CTRL_PKT_RECV,72,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:26:35.546+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,72,0x55,,,,,,,,,,,,,,,
2025-06-13T06:26:39.091+00:00Z,DATA_FRAME_RECV,72,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:26:39.102+00:00Z,DATA_ACK_SENT,,,,,,,72,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:26:39.105+00:00Z,DECODE_SUCCESS,72,-22,,,,,,,True,5103,1749795994.0,-0.617,0.277,0.778,0.0,0.0,0.0,19.5,36.8,-20.9,34.195560455322266,126.8794174194336,25.5
2025-06-13T06:26:42.435+00:00Z,CTRL_PKT_RECV,73,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:26:42.446+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,73,0x55,,,,,,,,,,,,,,,
2025-06-13T06:26:49.458+00:00Z,CTRL_PKT_RECV,75,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:26:49.470+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,75,0x55,,,,,,,,,,,,,,,
2025-06-13T06:26:53.013+00:00Z,DATA_FRAME_RECV,75,-22,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:26:53.022+00:00Z,DATA_ACK_SENT,,,,,,,75,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:26:53.026+00:00Z,DECODE_SUCCESS,75,-22,,,,,,,True,5023,1749796008.0,-0.613,0.274,0.774,0.0,0.0,0.0,19.5,36.8,-20.9,36.59754180908203,126.11431884765625,61.0
2025-06-13T06:26:56.356+00:00Z,CTRL_PKT_RECV,76,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:26:56.366+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,76,0x55,,,,,,,,,,,,,,,
2025-06-13T06:27:03.374+00:00Z,CTRL_PKT_RECV,78,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:27:03.386+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,78,0x55,,,,,,,,,,,,,,,
2025-06-13T06:27:06.930+00:00Z,DATA_FRAME_RECV,78,-23,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:27:06.942+00:00Z,DATA_ACK_SENT,,,,,,,78,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:27:06.944+00:00Z,DECODE_SUCCESS,78,-23,,,,,,,True,4943,1749796022.0,-0.616,0.275,0.772,0.0,0.0,0.0,19.5,36.8,-20.9,34.3170166015625,128.5197296142578,0.0
2025-06-13T06:27:10.273+00:00Z,CTRL_PKT_RECV,79,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:27:10.282+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,79,0x55,,,,,,,,,,,,,,,
2025-06-13T06:27:17.294+00:00Z,CTRL_PKT_RECV,81,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:27:17.306+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,81,0x55,,,,,,,,,,,,,,,
2025-06-13T06:27:20.849+00:00Z,DATA_FRAME_RECV,81,-23,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:27:20.859+00:00Z,DATA_ACK_SENT,,,,,,,81,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:27:20.862+00:00Z,DECODE_SUCCESS,81,-23,,,,,,,True,4859,1749796036.0,-0.615,0.277,0.775,0.0,0.0,0.0,19.5,36.8,-20.9,37.02460479736328,128.1951446533203,0.0
2025-06-13T06:27:24.191+00:00Z,CTRL_PKT_RECV,82,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:27:24.202+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,82,0x55,,,,,,,,,,,,,,,
2025-06-13T06:27:31.209+00:00Z,CTRL_PKT_RECV,84,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:27:31.218+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,84,0x55,,,,,,,,,,,,,,,
2025-06-13T06:27:34.764+00:00Z,DATA_FRAME_RECV,84,-23,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T06:27:34.774+00:00Z,DATA_ACK_SENT,,,,,,,84,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:27:34.778+00:00Z,DECODE_SUCCESS,84,-23,,,,,,,True,4775,1749796050.0,-0.615,0.276,0.775,0.0,0.0,0.0,19.5,36.8,-20.9,35.714515686035156,126.848388671875,35.9
2025-06-13T06:27:38.107+00:00Z,CTRL_PKT_RECV,85,,,0x50,,,,,,,,,,,,,,,,,,,
